"contents href","_image_yazkc_11 src","whitespace-normal","font-medium 2","inline-block","truncate","truncate 2"
"https://shopee.co.id/KALUNG-ITALY-SANTA-DEWASA-UNISEX-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.12907109035?extraParams=%7B%22display_model_id%22%3A261666884442%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-8224q-mkqhltgoncp1a7","KALUNG ITALY SANTA DEWASA UNISEX - EMAS 17K - BUNGA TANJUNG GOLD","5.056.000","4.9","2RB+ terjual",""
"https://shopee.co.id/KALUNG-LY-FASHION-CLOVER-RAINBOW-C-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.25071793289?extraParams=%7B%22display_model_id%22%3A425835776924%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-8224y-mkt2vnnek3cy02","KALUNG LY FASHION CLOVER RAINBOW C - EMAS 17K - BUNGA TANJUNG GOLD","12.806.000","4.9","43 terjual",""
"https://shopee.co.id/KALUNG-CLOVER-C-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.22166820903?extraParams=%7B%22display_model_id%22%3A290846904073%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-7r98x-lmpkw3bvinmndc","KALUNG CLOVER C - EMAS 17K - BUNGA TANJUNG GOLD","7.560.000","4.8","Pilih Lokal","48 terjual"
"https://shopee.co.id/KALUNG-RANTAI-HOLLOW-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.19159583231?extraParams=%7B%22display_model_id%22%3A276712438842%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-8224r-mkrji2h2mu4g97","KALUNG RANTAI HOLLOW - EMAS 17K - BUNGA TANJUNG GOLD","2.772.000","4.9","Pilih Lokal","405 terjual"
"https://shopee.co.id/KALUNG-HOLLOW-PAPERCLIP-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.21347894956?extraParams=%7B%22display_model_id%22%3A445891669419%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-8224s-mkuj01ibdddu37","KALUNG HOLLOW PAPERCLIP - EMAS 17K - BUNGA TANJUNG GOLD","5.454.000","4.9","Pilih Lokal","362 terjual"
"https://shopee.co.id/KALUNG-HOLLOW-TETES-A-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.28860991020?extraParams=%7B%22display_model_id%22%3A440735169890%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wj-mnz6j4oj6kg050","KALUNG HOLLOW TETES A - EMAS 17K - BUNGA TANJUNG GOLD","4.032.000","4.9","Pilih Lokal","138 terjual"
"https://shopee.co.id/KALUNG-HOLLOW-LUXURY-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.41410520579?extraParams=%7B%22display_model_id%22%3A350860359883%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-7ra0p-mcojwhnm3cfse9","KALUNG HOLLOW LUXURY - EMAS 17K - BUNGA TANJUNG GOLD","5.292.000","5.0","Pilih Lokal","5 terjual"
"https://shopee.co.id/KALUNG-CLOVER-L-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.16895311757?extraParams=%7B%22display_model_id%22%3A270384344793%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wl-mlysjkgot0jk91","KALUNG CLOVER L - EMAS 17K - BUNGA TANJUNG GOLD","9.702.000","4.5","Pilih Lokal","46 terjual"
"https://shopee.co.id/KALUNG-VAR-44-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.29531243401?extraParams=%7B%22display_model_id%22%3A272612821342%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wl-mo6bkkz1f11g55","KALUNG VAR 44 - EMAS 17K - BUNGA TANJUNG GOLD","9.983.250","5.0","Pilih Lokal","6 terjual"
"https://shopee.co.id/KALUNG-VAR-42-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.28080584329?extraParams=%7B%22display_model_id%22%3A405913445932%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wi-mo6bkkz1f11dfd","KALUNG VAR 42 - EMAS 17K - BUNGA TANJUNG GOLD","9.027.850","4.9 Penilaian Toko","Pilih Lokal",""
"https://shopee.co.id/KALUNG-VAR-37-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.42854391151?extraParams=%7B%22display_model_id%22%3A277612512377%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wl-mo6b392bzsw46d","KALUNG VAR 37 - EMAS 17K - BUNGA TANJUNG GOLD","9.346.600","2.0","Pilih Lokal","3 terjual"
"https://shopee.co.id/KALUNG-CLOVER-ARSIR-2-WARNA-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.22959292874?extraParams=%7B%22display_model_id%22%3A138270561765%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wt-ml8r23ct4sug54","KALUNG CLOVER ARSIR 2 WARNA - EMAS 17K - BUNGA TANJUNG GOLD","18.522.000","3.7","Pilih Lokal","6 terjual"
"https://shopee.co.id/KALUNG-VAR-43-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.40454688545?extraParams=%7B%22display_model_id%22%3A355913528095%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wo-mo6bkkz1dmh000","KALUNG VAR 43 - EMAS 17K - BUNGA TANJUNG GOLD","9.346.600","4.9 Penilaian Toko","Pilih Lokal",""
"https://shopee.co.id/KALUNG-KIDS-ANAK-HELLO-KITTY-B-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.43605166412?extraParams=%7B%22display_model_id%22%3A285434901863%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wk-mllxqu833o5k0a","KALUNG KIDS ANAK HELLO KITTY B - EMAS 17K - BUNGA TANJUNG GOLD","7.182.000","4.9 Penilaian Toko","",""
"https://shopee.co.id/KALUNG-SERUT-CABLE-HOLLOW-BOLD-EMAS-18K-BUNGA-TANJUNG-GOLD-i.48895190.44205017620?extraParams=%7B%22display_model_id%22%3A265425744161%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wu-mn88bpr2h340aa","KALUNG SERUT CABLE HOLLOW BOLD - EMAS 18K - BUNGA TANJUNG GOLD","5.292.000","5.0","Pilih Lokal","5 terjual"
"https://shopee.co.id/KALUNG-CLOVER-ARSIR-LARGE-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.22989721428?extraParams=%7B%22display_model_id%22%3A255556099156%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-82251-mkuj01iberya82","KALUNG CLOVER ARSIR LARGE - EMAS 17K - BUNGA TANJUNG GOLD","34.146.000","4.9 Penilaian Toko","",""
"https://shopee.co.id/KALUNG-VAR-39-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.28281151849?extraParams=%7B%22display_model_id%22%3A310913752904%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wr-mo6b392bvl6s98","KALUNG VAR 39 - EMAS 17K - BUNGA TANJUNG GOLD","9.770.750","4.9 Penilaian Toko","Pilih Lokal",""
"https://shopee.co.id/KALUNG-KIDS-ANAK-PRINCESS-SNOW-WHITE-C-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.47610154103?extraParams=%7B%22display_model_id%22%3A186389276795%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wi-mnz3emcytkp22f","KALUNG KIDS ANAK PRINCESS SNOW WHITE C - EMAS 17K - BUNGA TANJUNG GOLD","7.560.000","4.9 Penilaian Toko","",""
"https://shopee.co.id/KALUNG-INISIAL-ALPHA-CHERI-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.40379123730?extraParams=%7B%22display_model_id%22%3A360619317183%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wl-mlli0jkwcgsk79","KALUNG INISIAL ALPHA CHERI - EMAS 17K - BUNGA TANJUNG GOLD","3.906.000","4.9","Pilih Lokal","40 terjual"
"https://shopee.co.id/KALUNG-FLOREN-OSCANO-SHIMMER-CLOVER-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.15042576712?extraParams=%7B%22display_model_id%22%3A145807933693%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wt-mnmhgxpqq32bca","KALUNG FLOREN OSCANO SHIMMER CLOVER - EMAS 17K - BUNGA TANJUNG GOLD","2.975.000","4.9","51 terjual",""
"https://shopee.co.id/KALUNG-ROSARIO-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.19022574788?extraParams=%7B%22display_model_id%22%3A129310257524%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wi-mma4h3tvbytdcb","KALUNG ROSARIO - EMAS 17K - BUNGA TANJUNG GOLD","15.476.000","5.0","Pilih Lokal","22 terjual"
"https://shopee.co.id/KALUNG-ULAR-A-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.41163821062?extraParams=%7B%22display_model_id%22%3A310791934147%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wm-mln0x876uxoh1d","KALUNG ULAR A - EMAS 17K - BUNGA TANJUNG GOLD","39.564.000","5.0","Pilih Lokal","1 terjual"
"https://shopee.co.id/KALUNG-SOLENE-ETERNA-BLOOM-SYIFA-HADJU-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.42980436422?extraParams=%7B%22display_model_id%22%3A325849017831%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wj-mnl0sbq5yh3642","KALUNG SOLENE ETERNA BLOOM - SYIFA HADJU - EMAS 17K - BUNGA TANJUNG GOLD","10.836.000","4.9 Penilaian Toko","Pilih Lokal",""
"https://shopee.co.id/KALUNG-SERUT-AUREL-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.13836157690?extraParams=%7B%22display_model_id%22%3A143213583849%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wl-mlyh32r5nh8ie6","KALUNG SERUT AUREL - EMAS 17K - BUNGA TANJUNG GOLD","13.356.000","4.8","Pilih Lokal","47 terjual"
"https://shopee.co.id/KALUNG-NAGITA-SOLITAIRE-RINGAN-B-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.24851885739?extraParams=%7B%22display_model_id%22%3A415585268573%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wl-mlvlyddb3fgg0a","KALUNG NAGITA SOLITAIRE RINGAN B - EMAS 17K - BUNGA TANJUNG GOLD","4.536.000","4.9","Pilih Lokal","51 terjual"
"https://shopee.co.id/KALUNG-POLOS-SERUT-RINGAN-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.16869984451?extraParams=%7B%22display_model_id%22%3A244081850931%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-8224p-mkrsr7n4n9jaac","KALUNG POLOS SERUT RINGAN - EMAS 17K - BUNGA TANJUNG GOLD","3.276.000","4.9","Pilih Lokal","1RB+ terjual"
"https://shopee.co.id/KALUNG-ULAR-B-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.26168374356?extraParams=%7B%22display_model_id%22%3A365787299577%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-7rasi-m2w1rhpy84zj41","KALUNG ULAR B - EMAS 17K - BUNGA TANJUNG GOLD","39.942.000","4.9 Penilaian Toko","Pilih Lokal",""
"https://shopee.co.id/KALUNG-FLOREA-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.44658580591?extraParams=%7B%22display_model_id%22%3A390758583124%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wj-mn2eyfy2rgud0c","KALUNG FLOREA - EMAS 17K - BUNGA TANJUNG GOLD","8.064.000","4.9 Penilaian Toko","Pilih Lokal",""
"https://shopee.co.id/KALUNG-KIDS-ANAK-KUROMI-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.24632481370?extraParams=%7B%22display_model_id%22%3A215187846327%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wk-mm5fvdflymmgec","KALUNG KIDS ANAK KUROMI - EMAS 17K - BUNGA TANJUNG GOLD","7.308.000","5.0","11 terjual",""
"https://shopee.co.id/KALUNG-KIZUNA-CLOVER-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.48110125203?extraParams=%7B%22display_model_id%22%3A335888298355%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wm-mnxtrqdx6fb627","KALUNG KIZUNA CLOVER - EMAS 17K - BUNGA TANJUNG GOLD","5.544.000","4.9 Penilaian Toko","",""
"https://shopee.co.id/KALUNG-KIPAS-POLOS-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.45459017445?extraParams=%7B%22display_model_id%22%3A390797878072%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wq-mn5hyhyihbsy58","KALUNG KIPAS POLOS- EMAS 17K - BUNGA TANJUNG GOLD","5.922.000","4.9 Penilaian Toko","Pilih Lokal",""
"https://shopee.co.id/KALUNG-ZEFIA-BLOOM-A-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.44759691078?extraParams=%7B%22display_model_id%22%3A330854757461%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wq-mnmldwm0rnk214","KALUNG ZEFIA BLOOM A - EMAS 17K - BUNGA TANJUNG GOLD","9.576.000","4.9 Penilaian Toko","Pilih Lokal",""
"https://shopee.co.id/KALUNG-FLOREA-B-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.55158628279?extraParams=%7B%22display_model_id%22%3A267528728347%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wl-mmx27yud5a86aa","KALUNG FLOREA B - EMAS 17K - BUNGA TANJUNG GOLD","7.308.000","4.9 Penilaian Toko","Pilih Lokal",""
"https://shopee.co.id/KALUNG-RANTAI-SHIMMER-FLOWER-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.43567662734?extraParams=%7B%22display_model_id%22%3A301455009013%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-81ztl-mea2rbkdrjet16","KALUNG RANTAI SHIMMER FLOWER - EMAS 17K - BUNGA TANJUNG GOLD","6.930.000","5.0","Pilih Lokal","2 terjual"
"https://shopee.co.id/KALUNG-SUPER-FLAT-HOLOGRAM-FLOWER-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.41375778931?extraParams=%7B%22display_model_id%22%3A415007479435%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-8224o-mg7ijr1mtma367","KALUNG SUPER FLAT HOLOGRAM FLOWER - EMAS 17K - BUNGA TANJUNG GOLD","13.860.000","5.0","Pilih Lokal","1 terjual"
"https://shopee.co.id/KALUNG-NAGITA-SOLITAIRE-RINGAN-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.18589166870?extraParams=%7B%22display_model_id%22%3A242069102898%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wu-mlvkzgxym4ua2e","KALUNG NAGITA SOLITAIRE RINGAN - EMAS 17K - BUNGA TANJUNG GOLD","4.662.000","4.9","Pilih Lokal","334 terjual"
"https://shopee.co.id/KALUNG-VAR-45-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.52007731856?extraParams=%7B%22display_model_id%22%3A350913600608%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wq-mo6bkkz1gflw2b","KALUNG VAR 45 - EMAS 17K - BUNGA TANJUNG GOLD","9.664.500","4.9 Penilaian Toko","Pilih Lokal",""
"https://shopee.co.id/KALUNG-CLOVER-ARSIR-BUNGA-5-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.27808251560?extraParams=%7B%22display_model_id%22%3A89625306151%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wo-mlwvg9tlq8sh45","KALUNG CLOVER ARSIR BUNGA 5 - EMAS 17K - BUNGA TANJUNG GOLD","12.852.000","4.9 Penilaian Toko","",""
"https://shopee.co.id/KALUNG-BOLA-GLITTER-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.13751552808?extraParams=%7B%22display_model_id%22%3A193830975961%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/d90ce8304a3d32d0c24f05130e0f1330","KALUNG BOLA GLITTER - EMAS 17K - BUNGA TANJUNG GOLD","9.324.000","4.9","Pilih Lokal","46 terjual"
"https://shopee.co.id/KALUNG-ANAK-ITALY-SANTA-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.13474926665?extraParams=%7B%22display_model_id%22%3A105298974734%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wr-mne7loepzwg226","KALUNG ANAK ITALY SANTA - EMAS 17K - BUNGA TANJUNG GOLD","5.285.000","4.9","260 terjual",""
"https://shopee.co.id/KALUNG-ALYA-CLOVER-PAPERCLIP-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.46210487928?extraParams=%7B%22display_model_id%22%3A435918455230%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wq-moch2iupybk9a4","KALUNG ALYA CLOVER PAPERCLIP - EMAS 17K - BUNGA TANJUNG GOLD","7.056.000","4.9 Penilaian Toko","",""
"https://shopee.co.id/KALUNG-SOLENE-NELDJU-SYIFA-HADJU-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.57459608612?extraParams=%7B%22display_model_id%22%3A234682373958%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wh-mnl4kd6aqrk345","KALUNG SOLENE NELDJU - SYIFA HADJU - EMAS 17K - BUNGA TANJUNG GOLD","7.560.000","4.9 Penilaian Toko","Pilih Lokal",""
"https://shopee.co.id/KALUNG-PELURU-ULAR-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.46908868500?extraParams=%7B%22display_model_id%22%3A315785884836%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wq-mn2emiq433er8e","KALUNG PELURU ULAR - EMAS 17K - BUNGA TANJUNG GOLD","34.776.000","4.9 Penilaian Toko","Pilih Lokal",""
"https://shopee.co.id/KALUNG-ARESO-BOBBA-SHIMMER-B-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.41271709169?extraParams=%7B%22display_model_id%22%3A266776261684%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/sg-11134201-824hv-mf4818vljx8q48","KALUNG ARESO BOBBA SHIMMER B - EMAS 17K - BUNGA TANJUNG GOLD","5.292.000","4.6","Pilih Lokal","5 terjual"
"https://shopee.co.id/KALUNG-KIDS-ANAK-HELLO-KITTY-AMPLOP-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.19392765188?extraParams=%7B%22display_model_id%22%3A214558920625%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wq-mllxqu82y1vsea","KALUNG KIDS ANAK HELLO KITTY AMPLOP - EMAS 17K - BUNGA TANJUNG GOLD","7.812.000","5.0","3 terjual",""
"https://shopee.co.id/CINCIN-TUNANGAN-SOLITAIRE-CHARLOTTE-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.42316872056?extraParams=%7B%22display_model_id%22%3A410381103306%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wu-mm5hrw0hyhvm24","CINCIN TUNANGAN SOLITAIRE CHARLOTTE - EMAS 17K - BUNGA TANJUNG GOLD","10.341.000","4.9","Pilih Lokal","41 terjual"
"https://shopee.co.id/KALUNG-KIDS-ANAK-ANIMALS-MARIE-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.52710002574?extraParams=%7B%22display_model_id%22%3A320883373639%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wj-mnwph0jx883k9b","KALUNG KIDS ANAK ANIMALS MARIE - EMAS 17K - BUNGA TANJUNG GOLD","4.788.000","4.9 Penilaian Toko","",""
"https://shopee.co.id/KALUNG-ULAR-LISTRING-C-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.42610375118?extraParams=%7B%22display_model_id%22%3A248676081469%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/sg-11134201-7rdvm-mcmabbzm63df3e","KALUNG ULAR LISTRING C - EMAS 17K - BUNGA TANJUNG GOLD","16.380.000","5.0","Pilih Lokal","6 terjual"
"https://shopee.co.id/KALUNG-VAR-52-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.56657741445?extraParams=%7B%22display_model_id%22%3A380897576557%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wh-mo0x4ppfpb7l8e","KALUNG VAR 52 - EMAS 17K - BUNGA TANJUNG GOLD","4.460.800","4.9 Penilaian Toko","Pilih Lokal",""
"https://shopee.co.id/KALUNG-HOLLOW-TETES-LIE-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.51309756294?extraParams=%7B%22display_model_id%22%3A375862187937%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wl-mno7040mdxc45e","KALUNG HOLLOW TETES LIE - EMAS 17K - BUNGA TANJUNG GOLD","5.796.000","4.9 Penilaian Toko","Pilih Lokal",""
"https://shopee.co.id/KALUNG-ZEFIA-BLOOM-B-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.45159679926?extraParams=%7B%22display_model_id%22%3A350854733290%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wt-mnmk9vweesxtc6","KALUNG ZEFIA BLOOM B - EMAS 17K - BUNGA TANJUNG GOLD","9.576.000","4.9 Penilaian Toko","Pilih Lokal",""
"https://shopee.co.id/KALUNG-KIDS-ANAK-MICKEY-MINNIE-PITA-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.52456969143?extraParams=%7B%22display_model_id%22%3A375623308295%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wk-mllzqihmeygz3d","KALUNG KIDS ANAK MICKEY MINNIE PITA - EMAS 17K - BUNGA TANJUNG GOLD","7.497.000","4.9 Penilaian Toko","",""
"https://shopee.co.id/KALUNG-CHOKER-LOVE-PEARL-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.42229931005?extraParams=%7B%22display_model_id%22%3A380758870781%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wl-mmvmxauzdxxh39","KALUNG CHOKER LOVE PEARL - EMAS 17K - BUNGA TANJUNG GOLD","14.364.000","4.9 Penilaian Toko","Pilih Lokal",""
"https://shopee.co.id/KALUNG-GOLDEN-LOVE-MINI-A-EMAS-18K-BUNGA-TANJUNG-GOLD-i.48895190.53508708086?extraParams=%7B%22display_model_id%22%3A395772844615%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/sg-11134201-81zux-mmzhtnox8qa053","KALUNG GOLDEN LOVE MINI A - EMAS 18K - BUNGA TANJUNG GOLD","7.560.000","5.0","Pilih Lokal","1 terjual"
"https://shopee.co.id/KALUNG-TANIA-BLINK-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.53860012186?extraParams=%7B%22display_model_id%22%3A315884060231%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wq-mnwrebiuhfr584","KALUNG TANIA BLINK - EMAS 17K - BUNGA TANJUNG GOLD","9.324.000","4.9 Penilaian Toko","",""
"https://shopee.co.id/KALUNG-SNOOPY-A-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.47451879663?extraParams=%7B%22display_model_id%22%3A435178609849%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wr-mlxdd8w4muiwa8","KALUNG SNOOPY A - EMAS 17K - BUNGA TANJUNG GOLD","5.796.000","4.9 Penilaian Toko","",""
"https://shopee.co.id/KALUNG-VAR-38-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.55556568418?extraParams=%7B%22display_model_id%22%3A340913506724%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wq-mo6b392bwzr858","KALUNG VAR 38 - EMAS 17K - BUNGA TANJUNG GOLD","8.709.100","5.0","Pilih Lokal","3 terjual"
"https://shopee.co.id/KALUNG-SIMPUL-JUNTAI-BOLA-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.50607143141?extraParams=%7B%22display_model_id%22%3A330637151801%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wh-mlrbdxi6n0g02e","KALUNG SIMPUL JUNTAI BOLA - EMAS 17K - BUNGA TANJUNG GOLD","5.544.000","5.0","Pilih Lokal","5 terjual"
"https://shopee.co.id/KALUNG-INFINITY-RING-HATI-BLINK-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.54357138124?extraParams=%7B%22display_model_id%22%3A385637101703%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wk-mlrbdxi30dmq16","KALUNG INFINITY RING HATI BLINK - EMAS 17K - BUNGA TANJUNG GOLD","6.174.000","4.9 Penilaian Toko","Pilih Lokal",""
"https://shopee.co.id/KALUNG-VAR-47-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.40779519274?extraParams=%7B%22display_model_id%22%3A335913657710%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-822wp-mo6bkkz1knb8f1","KALUNG VAR 47 - EMAS 17K - BUNGA TANJUNG GOLD","14.019.050","4.9 Penilaian Toko","Pilih Lokal",""
"https://shopee.co.id/GELANG-KIDS-ANAK-MELODY-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.23553259439?extraParams=%7B%22display_model_id%22%3A158347578319%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-7r98r-ll4qtmow18jo22","GELANG KIDS ANAK MELODY - EMAS 17K - BUNGA TANJUNG GOLD","6.031.000","4.9 Penilaian Toko","",""
"https://shopee.co.id/KALUNG-FLOWER-COLOR-BLOSSOM-LY-EMAS-17K-BUNGA-TANJUNG-GOLD-i.48895190.15625998106?extraParams=%7B%22display_model_id%22%3A345567068360%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-82252-mkudrhty8sg7e0","KALUNG FLOWER COLOR BLOSSOM LY - EMAS 17K - BUNGA TANJUNG GOLD","24.948.000","5.0","14 terjual",""
